from,to,season,weight
Busquets,Douglas,2014/2015,6
Busquets,Fabregas,2011/2012,146
Busquets,Fabregas,2012/2013,188
Busquets,Fabregas,2013/2014,198
Busquets,Fontas,2010/2011,13
Busquets,Fontas,2011/2012,16
Busquets,Gudjohnsen,2008/2009,28
Busquets,Henry,2008/2009,35
Busquets,Henry,2009/2010,23
Busquets,Hleb,2008/2009,6
Busquets,Iniesta,2008/2009,82
Busquets,Iniesta,2009/2010,157
Busquets,Iniesta,2010/2011,274
Busquets,Iniesta,2011/2012,196
Busquets,Iniesta,2012/2013,237
Busquets,Iniesta,2013/2014,218
Busquets,Iniesta,2014/2015,200
Busquets,Iniesta,2015/2016,257
Busquets,Ivan Rakitić,2014/2015,216
Busquets,Ivan Rakitić,2015/2016,226
Busquets,Jeffren,2009/2010,19
Busquets,Jeffren,2010/2011,2
Busquets,Jonathan dos Santos,2010/2011,1
Busquets,Jonathan dos Santos,2011/2012,2
Busquets,Jonathan dos Santos,2012/2013,1
Busquets,Kéita,2008/2009,35
Busquets,Kéita,2009/2010,115
Busquets,Kéita,2010/2011,107
Busquets,Kéita,2011/2012,61
Busquets,Marquez,2008/2009,64
Busquets,Marquez,2009/2010,65
Busquets,Mascherano,2010/2011,79
Busquets,Mascherano,2011/2012,194
Busquets,Mascherano,2012/2013,143
Busquets,Mascherano,2013/2014,167
Busquets,Mascherano,2014/2015,205
Busquets,Mascherano,2015/2016,276
Busquets,Mathieu,2014/2015,109
Busquets,Mathieu,2015/2016,73
Busquets,Maxwell,2009/2010,77
Busquets,Maxwell,2010/2011,54
Busquets,Maxwell,2011/2012,10
Busquets,Messi,2008/2009,101
Busquets,Messi,2009/2010,204
Busquets,Messi,2010/2011,270
Busquets,Messi,2011/2012,300
Busquets,Messi,2012/2013,285
Busquets,Messi,2013/2014,298
Busquets,Messi,2014/2015,367
Busquets,Messi,2015/2016,286
Busquets,Milito,2009/2010,38
Busquets,Milito,2010/2011,10
Busquets,Montoya,2011/2012,30
Busquets,Montoya,2012/2013,21
Busquets,Montoya,2013/2014,41
Busquets,Montoya,2014/2015,33
Busquets,Muniesa,2011/2012,2
Busquets,Munir,2014/2015,7
Busquets,Munir,2015/2016,23
Busquets,Neymar,2013/2014,49
Busquets,Neymar,2014/2015,86
Busquets,Neymar,2015/2016,175
Busquets,Pedro,2008/2009,14
Busquets,Pedro,2009/2010,67
Busquets,Pedro,2010/2011,90
Busquets,Pedro,2011/2012,40
Busquets,Pedro,2012/2013,81
Busquets,Pedro,2013/2014,68
Busquets,Pedro,2014/2015,42
Busquets,Pinto,2010/2011,4
Busquets,Pinto,2011/2012,4
Busquets,Pinto,2012/2013,3
Busquets,Pinto,2013/2014,2
Busquets,Pique,2008/2009,67
Busquets,Pique,2009/2010,149
Busquets,Pique,2010/2011,211
Busquets,Pique,2011/2012,86
Busquets,Pique,2012/2013,140
Busquets,Pique,2013/2014,139
Busquets,Pique,2014/2015,160
Busquets,Pique,2015/2016,260
Busquets,Puyol,2008/2009,51
Busquets,Puyol,2009/2010,129
Busquets,Puyol,2010/2011,71
Busquets,Puyol,2011/2012,86
Busquets,Puyol,2012/2013,65
Busquets,Puyol,2013/2014,25
Busquets,Rafinha,2014/2015,68
Busquets,Rafinha,2015/2016,25
Busquets,Samuel Eto''o Fils,2008/2009,55
Busquets,Sandro,2014/2015,3
Busquets,Sandro,2015/2016,5
Busquets,Sergi Roberto,2013/2014,5
Busquets,Sergi Roberto,2014/2015,9
Busquets,Sergi Roberto,2015/2016,108
Busquets,Song,2012/2013,49
Busquets,Song,2013/2014,49
Busquets,Suarez,2014/2015,36
Busquets,Suarez,2015/2016,87
Busquets,Sylvinho,2008/2009,20
Busquets,Tello,2011/2012,10
Busquets,Tello,2012/2013,20
Busquets,Tello,2013/2014,10
Busquets,Thiago,2010/2011,26
Busquets,Thiago,2011/2012,189
Busquets,Thiago,2012/2013,121
Busquets,Toure,2008/2009,32
Busquets,Toure,2009/2010,67
Busquets,Valdes,2008/2009,5
Busquets,Valdes,2009/2010,19
Busquets,Valdes,2010/2011,22
Busquets,Valdes,2011/2012,35
Busquets,Valdes,2012/2013,21
Busquets,Valdes,2013/2014,16
Busquets,Vermaelen,2015/2016,31
Busquets,Victor Sanchez,2008/2009,1
Busquets,Vidal,2015/2016,46
Busquets,Villa,2010/2011,71
Busquets,Villa,2011/2012,19
Busquets,Villa,2012/2013,22
Busquets,Xavi,2008/2009,205
Busquets,Xavi,2009/2010,303
Busquets,Xavi,2010/2011,366
Busquets,Xavi,2011/2012,330
Busquets,Xavi,2012/2013,346
Busquets,Xavi,2013/2014,335
Busquets,Xavi,2014/2015,133
Busquets,Zlatan Ibrahimović,2009/2010,38
Busquets,ter Stegen,2015/2016,4
Caceres,Abidal,2008/2009,41
Caceres,Bojan,2008/2009,1
Caceres,Busquets,2008/2009,13
Caceres,Dani Alves,2008/2009,13
Caceres,Gudjohnsen,2008/2009,2
Caceres,Henry,2008/2009,9
Caceres,Hleb,2008/2009,1
Caceres,Iniesta,2008/2009,30
Caceres,Kéita,2008/2009,15
Caceres,Marquez,2008/2009,40
Caceres,Messi,2008/2009,6
Caceres,Pique,2008/2009,9
Caceres,Puyol,2008/2009,23
Caceres,Samuel Eto''o Fils,2008/2009,17
Caceres,Sylvinho,2008/2009,36
Caceres,Toure,2008/2009,11
Caceres,Valdes,2008/2009,19
Caceres,Victor Sanchez,2008/2009,1
Caceres,Xavi,2008/2009,32
Chygrynskiy,Abidal,2009/2010,65
Chygrynskiy,Bojan,2009/2010,7
Chygrynskiy,Busquets,2009/2010,68
Chygrynskiy,Dani Alves,2009/2010,18
Chygrynskiy,Henry,2009/2010,12
Chygrynskiy,Iniesta,2009/2010,17
Chygrynskiy,Jeffren,2009/2010,3
Chygrynskiy,Kéita,2009/2010,46
Chygrynskiy,Marquez,2009/2010,27
Chygrynskiy,Maxwell,2009/2010,93
Chygrynskiy,Messi,2009/2010,16
Chygrynskiy,Milito,2009/2010,3
Chygrynskiy,Pedro,2009/2010,10
Chygrynskiy,Pique,2009/2010,68
Chygrynskiy,Puyol,2009/2010,35
Chygrynskiy,Toure,2009/2010,71
Chygrynskiy,Valdes,2009/2010,58
Chygrynskiy,Xavi,2009/2010,57
Chygrynskiy,Zlatan Ibrahimović,2009/2010,10
Cuenca,Abidal,2011/2012,7
Cuenca,Adriano,2011/2012,27
Cuenca,Afellay,2011/2012,2
Cuenca,Alexis,2011/2012,20
Cuenca,Busquets,2011/2012,17
Cuenca,Dani Alves,2011/2012,83
Cuenca,Deulofeu,2011/2012,1
Cuenca,Fabregas,2011/2012,61
Cuenca,Iniesta,2011/2012,33
Cuenca,Jonathan dos Santos,2011/2012,4
Cuenca,Kéita,2011/2012,17
Cuenca,Mascherano,2011/2012,15
Cuenca,Maxwell,2011/2012,10
Cuenca,Messi,2011/2012,85
Cuenca,Montoya,2011/2012,1
Cuenca,Pedro,2011/2012,6
Cuenca,Pique,2011/2012,1
Cuenca,Puyol,2011/2012,25
Cuenca,Sergi Roberto,2011/2012,5
Cuenca,Thiago,2011/2012,38
Cuenca,Valdes,2011/2012,2
Cuenca,Villa,2011/2012,3
Cuenca,Xavi,2011/2012,50
Dani Alves,Abidal,2008/2009,11
Dani Alves,Abidal,2009/2010,10
Dani Alves,Abidal,2010/2011,18
Dani Alves,Abidal,2011/2012,30
Dani Alves,Adriano,2010/2011,6
Dani Alves,Adriano,2011/2012,45
Dani Alves,Adriano,2012/2013,12
Dani Alves,Adriano,2013/2014,8
Dani Alves,Adriano,2014/2015,6
Dani Alves,Adriano,2015/2016,3
Dani Alves,Afellay,2010/2011,65
Dani Alves,Afellay,2011/2012,11
Dani Alves,Afellay,2013/2014,5
Dani Alves,Alba,2012/2013,9
Dani Alves,Alba,2013/2014,8
Dani Alves,Alba,2014/2015,28
Dani Alves,Alba,2015/2016,44
Dani Alves,Alexis,2011/2012,107
Dani Alves,Alexis,2012/2013,184
Dani Alves,Alexis,2013/2014,292
Dani Alves,Arda,2015/2016,42
Dani Alves,Bartra,2011/2012,4
Dani Alves,Bartra,2012/2013,10
Dani Alves,Bartra,2013/2014,80
Dani Alves,Bartra,2014/2015,38
Dani Alves,Bartra,2015/2016,35
Dani Alves,Bojan,2008/2009,31
Dani Alves,Bojan,2009/2010,32
Dani Alves,Bojan,2010/2011,28
Dani Alves,Bravo,2014/2015,11
Dani Alves,Bravo,2015/2016,12
Dani Alves,Busquets,2008/2009,65
Dani Alves,Busquets,2009/2010,137
Dani Alves,Busquets,2010/2011,165
Dani Alves,Busquets,2011/2012,147
Dani Alves,Busquets,2012/2013,136
Dani Alves,Busquets,2013/2014,202
Dani Alves,Busquets,2014/2015,191
Dani Alves,Busquets,2015/2016,169
Dani Alves,Caceres,2008/2009,20
Dani Alves,Chygrynskiy,2009/2010,8
Dani Alves,Cuenca,2011/2012,91
Dani Alves,Deulofeu,2011/2012,2
Dani Alves,Fabregas,2011/2012,187
Dani Alves,Fabregas,2012/2013,119
Dani Alves,Fabregas,2013/2014,160
Dani Alves,Fontas,2010/2011,1
Dani Alves,Fontas,2011/2012,2
Dani Alves,Gudjohnsen,2008/2009,29
Dani Alves,Henry,2008/2009,66
Dani Alves,Henry,2009/2010,29
Dani Alves,Hleb,2008/2009,33
Dani Alves,Iniesta,2008/2009,79
Dani Alves,Iniesta,2009/2010,106
Dani Alves,Iniesta,2010/2011,182
Dani Alves,Iniesta,2011/2012,66
Dani Alves,Iniesta,2012/2013,50
Dani Alves,Iniesta,2013/2014,84
Dani Alves,Iniesta,2014/2015,35
Dani Alves,Iniesta,2015/2016,64
Dani Alves,Ivan Rakitić,2014/2015,282
Dani Alves,Ivan Rakitić,2015/2016,368
Dani Alves,Jeffren,2009/2010,6
Dani Alves,Jeffren,2010/2011,16
Dani Alves,Jonathan dos Santos,2009/2010,3
Dani Alves,Jonathan dos Santos,2011/2012,19
Dani Alves,Jonathan dos Santos,2013/2014,4
Dani Alves,Kéita,2008/2009,50
Dani Alves,Kéita,2009/2010,40
Dani Alves,Kéita,2010/2011,44
Dani Alves,Kéita,2011/2012,69
Dani Alves,Marquez,2008/2009,150
Dani Alves,Marquez,2009/2010,71
Dani Alves,Mascherano,2010/2011,118
Dani Alves,Mascherano,2011/2012,125
Dani Alves,Mascherano,2012/2013,33
Dani Alves,Mascherano,2013/2014,47
Dani Alves,Mascherano,2014/2015,88
Dani Alves,Mascherano,2015/2016,67
Dani Alves,Mathieu,2014/2015,30
Dani Alves,Mathieu,2015/2016,15
Dani Alves,Maxwell,2009/2010,18
Dani Alves,Maxwell,2010/2011,19
Dani Alves,Maxwell,2011/2012,4
Dani Alves,Messi,2008/2009,553
Dani Alves,Messi,2009/2010,444
Dani Alves,Messi,2010/2011,575
Dani Alves,Messi,2011/2012,628
Dani Alves,Messi,2012/2013,332
Dani Alves,Messi,2013/2014,353
Dani Alves,Messi,2014/2015,620
Dani Alves,Messi,2015/2016,413
Dani Alves,Milito,2009/2010,9
Dani Alves,Milito,2010/2011,9
Dani Alves,Montoya,2011/2012,1
Dani Alves,Montoya,2012/2013,3
Dani Alves,Montoya,2013/2014,5
Dani Alves,Montoya,2014/2015,4
Dani Alves,Munir,2014/2015,39
Dani Alves,Munir,2015/2016,90
Dani Alves,Neymar,2013/2014,57
Dani Alves,Neymar,2014/2015,82
Dani Alves,Neymar,2015/2016,86
Dani Alves,Pedro,2008/2009,10
Dani Alves,Pedro,2009/2010,257
Dani Alves,Pedro,2010/2011,310
Dani Alves,Pedro,2011/2012,151
Dani Alves,Pedro,2012/2013,230
Dani Alves,Pedro,2013/2014,151
Dani Alves,Pedro,2014/2015,135
Dani Alves,Pinto,2010/2011,2
Dani Alves,Pinto,2013/2014,2
Dani Alves,Pique,2008/2009,74
Dani Alves,Pique,2009/2010,130
Dani Alves,Pique,2010/2011,155
Dani Alves,Pique,2011/2012,72
Dani Alves,Pique,2012/2013,121
Dani Alves,Pique,2013/2014,105
Dani Alves,Pique,2014/2015,198
Dani Alves,Pique,2015/2016,142
Dani Alves,Puyol,2008/2009,25
Dani Alves,Puyol,2009/2010,60
Dani Alves,Puyol,2010/2011,71
Dani Alves,Puyol,2011/2012,82
Dani Alves,Puyol,2012/2013,28
Dani Alves,Puyol,2013/2014,11
Dani Alves,Rafinha,2014/2015,104
Dani Alves,Rafinha,2015/2016,11
Dani Alves,Samuel Eto''o Fils,2008/2009,181
Dani Alves,Sandro,2014/2015,5
Dani Alves,Sandro,2015/2016,34
Dani Alves,Sergi Roberto,2011/2012,12
Dani Alves,Sergi Roberto,2013/2014,13
Dani Alves,Sergi Roberto,2014/2015,15
Dani Alves,Sergi Roberto,2015/2016,118
Dani Alves,Song,2012/2013,92
Dani Alves,Song,2013/2014,37
Dani Alves,Suarez,2014/2015,147
Dani Alves,Suarez,2015/2016,162
Dani Alves,Sylvinho,2008/2009,1
Dani Alves,Tello,2011/2012,11
Dani Alves,Tello,2012/2013,29
Dani Alves,Tello,2013/2014,21
Dani Alves,Thiago,2010/2011,98
Dani Alves,Thiago,2011/2012,198
Dani Alves,Thiago,2012/2013,222
Dani Alves,Toure,2008/2009,58
Dani Alves,Toure,2009/2010,125
Dani Alves,Valdes,2008/2009,15
Dani Alves,Valdes,2009/2010,26
Dani Alves,Valdes,2010/2011,16
Dani Alves,Valdes,2011/2012,33
Dani Alves,Valdes,2012/2013,9
Dani Alves,Valdes,2013/2014,12
Dani Alves,Vermaelen,2015/2016,3
Dani Alves,Victor Sanchez,2008/2009,1
Dani Alves,Villa,2010/2011,144
Dani Alves,Villa,2011/2012,50
Dani Alves,Villa,2012/2013,42
Dani Alves,Xavi,2008/2009,521
Dani Alves,Xavi,2009/2010,401
Dani Alves,Xavi,2010/2011,488
Dani Alves,Xavi,2011/2012,395
Dani Alves,Xavi,2012/2013,240
Dani Alves,Xavi,2013/2014,351
Dani Alves,Xavi,2014/2015,163
Dani Alves,Zlatan Ibrahimović,2009/2010,119
Dani Alves,ter Stegen,2015/2016,2
Deco,Abella,2004/2005,11
Deco,Abidal,2007/2008,78
Deco,Belletti,2004/2005,64
Deco,Belletti,2005/2006,26
Deco,Belletti,2006/2007,9
Deco,Bojan,2007/2008,38
Deco,Edmilson,2005/2006,43
Deco,Edmilson,2006/2007,44
Deco,Edmilson,2007/2008,13
Deco,Ezquerro,2005/2006,8
Deco,Gabri,2005/2006,7
Deco,Giovano,2007/2008,25
Deco,Giuly,2004/2005,24
Deco,Giuly,2005/2006,28
Deco,Giuly,2006/2007,47
Deco,Gudjohnsen,2006/2007,33
Deco,Gudjohnsen,2007/2008,6
Deco,Henry,2007/2008,109
Deco,Iniesta,2004/2005,40
Deco,Iniesta,2005/2006,50
Deco,Iniesta,2006/2007,167
Deco,Iniesta,2007/2008,93
Deco,Larsson,2004/2005,3
Deco,Larsson,2005/2006,24
Deco,Marquez,2004/2005,43
Deco,Marquez,2005/2006,42
Deco,Marquez,2006/2007,63
Deco,Marquez,2007/2008,45
Deco,Maxi Lopez,2004/2005,5
Deco,Messi,2004/2005,12
Deco,Messi,2005/2006,83
Deco,Messi,2006/2007,177
Deco,Messi,2007/2008,122
Deco,Milito,2007/2008,40
Deco,Motta,2004/2005,8
Deco,Motta,2005/2006,17
Deco,Motta,2006/2007,17
Deco,Oleguer,2004/2005,19
Deco,Oleguer,2005/2006,39
Deco,Oleguer,2006/2007,14
Deco,Oleguer,2007/2008,35
Deco,Puyol,2004/2005,25
Deco,Puyol,2005/2006,33
Deco,Puyol,2006/2007,94
Deco,Puyol,2007/2008,39
Deco,Ronaldinho,2004/2005,67
Deco,Ronaldinho,2005/2006,138
Deco,Ronaldinho,2006/2007,216
Deco,Ronaldinho,2007/2008,26
Deco,Samuel Eto''o Fils,2004/2005,52
Deco,Samuel Eto''o Fils,2005/2006,91
Deco,Samuel Eto''o Fils,2006/2007,128
Deco,Samuel Eto''o Fils,2007/2008,15
Deco,Saviola,2006/2007,18
Deco,Sylvinho,2004/2005,5
Deco,Sylvinho,2005/2006,74
Deco,Sylvinho,2006/2007,42
Deco,Sylvinho,2007/2008,26
Deco,Thuram,2006/2007,52
Deco,Thuram,2007/2008,9
Deco,Toure,2007/2008,32
Deco,Valdes,2004/2005,1
Deco,Valdes,2005/2006,2
Deco,Valdes,2006/2007,4
Deco,Valdes,2007/2008,2
Deco,Xavi,2004/2005,56
Deco,Xavi,2005/2006,15
Deco,Xavi,2006/2007,158
Deco,Xavi,2007/2008,103
Deco,Zambrotta,2006/2007,102
Deco,Zambrotta,2007/2008,46
Deco,van Bommel,2005/2006,17
Deco,van Bronckhorst,2004/2005,46
Deco,van Bronckhorst,2005/2006,28
Deco,van Bronckhorst,2006/2007,85
Deulofeu,Cuenca,2011/2012,1
Deulofeu,Thiago,2011/2012,3
Dongou,Tello,2013/2014,1
Douglas,Bartra,2014/2015,3
Douglas,Bravo,2014/2015,1
Douglas,Busquets,2014/2015,5
Douglas,Gumbau,2015/2016,2
Douglas,Iniesta,2014/2015,2
Douglas,Ivan Rakitić,2014/2015,23
Douglas,Mascherano,2014/2015,5
Douglas,Mathieu,2014/2015,1
Douglas,Messi,2014/2015,1
Douglas,Neymar,2014/2015,1
Douglas,Pedro,2014/2015,20
Douglas,Pique,2014/2015,12
Douglas,Pique,2015/2016,1
Douglas,Rafinha,2014/2015,8
Douglas,Sergi Roberto,2014/2015,6
Edmilson,Abidal,2007/2008,17
Edmilson,Belletti,2005/2006,14
Edmilson,Belletti,2006/2007,10
Edmilson,Bojan,2007/2008,5
Edmilson,Deco,2005/2006,82
Edmilson,Deco,2006/2007,61
Edmilson,Deco,2007/2008,14
Edmilson,Ezquerro,2005/2006,2
Edmilson,Gabri,2005/2006,4
Edmilson,Giovano,2007/2008,7
Edmilson,Giuly,2005/2006,16
Edmilson,Giuly,2006/2007,12
Edmilson,Gudjohnsen,2006/2007,6
Edmilson,Gudjohnsen,2007/2008,2
Edmilson,Henry,2007/2008,12
Edmilson,Iniesta,2005/2006,50
Edmilson,Iniesta,2006/2007,57
Edmilson,Iniesta,2007/2008,23
Edmilson,Larsson,2005/2006,8
Edmilson,Marquez,2005/2006,68
Edmilson,Marquez,2006/2007,38
Edmilson,Marquez,2007/2008,8
Edmilson,Messi,2005/2006,40
Edmilson,Messi,2006/2007,30
Edmilson,Messi,2007/2008,16
Edmilson,Milito,2007/2008,25
Edmilson,Motta,2005/2006,22
Edmilson,Oleguer,2005/2006,51
Edmilson,Oleguer,2006/2007,20
Edmilson,Oleguer,2007/2008,3
Edmilson,Puyol,2005/2006,53
Edmilson,Puyol,2006/2007,53
Edmilson,Puyol,2007/2008,12
Edmilson,Ronaldinho,2005/2006,66
Edmilson,Ronaldinho,2006/2007,43
Edmilson,Ronaldinho,2007/2008,2
Edmilson,Samuel Eto''o Fils,2005/2006,50
Edmilson,Samuel Eto''o Fils,2006/2007,33
Edmilson,Samuel Eto''o Fils,2007/2008,11
Edmilson,Saviola,2006/2007,5
Edmilson,Sylvinho,2005/2006,52
Edmilson,Sylvinho,2006/2007,9
Edmilson,Sylvinho,2007/2008,5
Edmilson,Thuram,2006/2007,35
Edmilson,Thuram,2007/2008,12
Edmilson,Toure,2007/2008,5
Edmilson,Valdes,2005/2006,11
Edmilson,Valdes,2006/2007,10
Edmilson,Valdes,2007/2008,3
Edmilson,Vazquez,2007/2008,1
Edmilson,Xavi,2005/2006,36
Edmilson,Xavi,2006/2007,78
Edmilson,Xavi,2007/2008,34
Edmilson,Zambrotta,2006/2007,38
Edmilson,Zambrotta,2007/2008,19
Edmilson,van Bommel,2005/2006,33
Edmilson,van Bronckhorst,2005/2006,7
Edmilson,van Bronckhorst,2006/2007,32
Ezquerro,Abidal,2007/2008,7
Ezquerro,Deco,2005/2006,7
Ezquerro,Edmilson,2005/2006,1
Ezquerro,Giovano,2007/2008,1
Ezquerro,Giuly,2005/2006,1
Ezquerro,Gudjohnsen,2007/2008,5
Ezquerro,Iniesta,2005/2006,1
Ezquerro,Larsson,2005/2006,3
Ezquerro,Marquez,2005/2006,2
Ezquerro,Marquez,2007/2008,1
Ezquerro,Messi,2007/2008,3
Ezquerro,Milito,2007/2008,2
Ezquerro,Motta,2005/2006,1
Ezquerro,Oleguer,2005/2006,2
Ezquerro,Ronaldinho,2007/2008,1
Ezquerro,Samuel Eto''o Fils,2007/2008,5
Ezquerro,Sylvinho,2005/2006,2
Ezquerro,Toure,2007/2008,3
Ezquerro,Valdes,2007/2008,1
Ezquerro,Xavi,2006/2007,3
Ezquerro,Xavi,2007/2008,7
Ezquerro,van Bronckhorst,2005/2006,1
Fabregas,Abidal,2011/2012,62
Fabregas,Adriano,2011/2012,67
Fabregas,Adriano,2012/2013,88
Fabregas,Adriano,2013/2014,95
Fabregas,Afellay,2011/2012,4
Fabregas,Alba,2012/2013,149
Fabregas,Alba,2013/2014,97
Fabregas,Alexis,2011/2012,104
Fabregas,Alexis,2012/2013,84
Fabregas,Alexis,2013/2014,125
Fabregas,Bartra,2011/2012,5
Fabregas,Bartra,2012/2013,13
Fabregas,Bartra,2013/2014,27
Fabregas,Busquets,2011/2012,115
Fabregas,Busquets,2012/2013,160
Fabregas,Busquets,2013/2014,125
Fabregas,Cuenca,2011/2012,67
Fabregas,Dani Alves,2011/2012,185
Fabregas,Dani Alves,2012/2013,125
Fabregas,Dani Alves,2013/2014,184
Fabregas,Fontas,2011/2012,2
Fabregas,Iniesta,2011/2012,133
Fabregas,Iniesta,2012/2013,167
Fabregas,Iniesta,2013/2014,176
Fabregas,Jonathan dos Santos,2011/2012,7
Fabregas,Jonathan dos Santos,2012/2013,1
Fabregas,Kéita,2011/2012,44
Fabregas,Mascherano,2011/2012,57
Fabregas,Mascherano,2012/2013,41
Fabregas,Mascherano,2013/2014,39
Fabregas,Maxwell,2011/2012,17
Fabregas,Messi,2011/2012,331
Fabregas,Messi,2012/2013,266
Fabregas,Messi,2013/2014,220
Fabregas,Montoya,2011/2012,11
Fabregas,Montoya,2012/2013,39
Fabregas,Montoya,2013/2014,36
Fabregas,Neymar,2013/2014,149
Fabregas,Pedro,2011/2012,87
Fabregas,Pedro,2012/2013,133
Fabregas,Pedro,2013/2014,156
Fabregas,Pinto,2011/2012,1
Fabregas,Pinto,2012/2013,1
Fabregas,Pinto,2013/2014,5
Fabregas,Pique,2011/2012,25
Fabregas,Pique,2012/2013,55
Fabregas,Pique,2013/2014,49
Fabregas,Puyol,2011/2012,47
Fabregas,Puyol,2012/2013,32
Fabregas,Puyol,2013/2014,6
Fabregas,Sergi Roberto,2011/2012,3
Fabregas,Sergi Roberto,2013/2014,6
Fabregas,Song,2012/2013,64
Fabregas,Song,2013/2014,32
Fabregas,Tello,2011/2012,27
Fabregas,Tello,2012/2013,78
Fabregas,Tello,2013/2014,22
Fabregas,Thiago,2011/2012,98
Fabregas,Thiago,2012/2013,68
Fabregas,Valdes,2011/2012,2
Fabregas,Valdes,2012/2013,3
Fabregas,Valdes,2013/2014,5
Fabregas,Villa,2011/2012,36
Fabregas,Villa,2012/2013,51
Fabregas,Xavi,2011/2012,161
Fabregas,Xavi,2012/2013,166
Fabregas,Xavi,2013/2014,151
Fali,Giovano,2007/2008,1
Fali,Messi,2007/2008,4
Fali,Oleguer,2007/2008,2
Fali,Rueda,2007/2008,1
Fali,Samuel Eto''o Fils,2007/2008,1
Fali,Xavi,2007/2008,2
Fontas,Adriano,2011/2012,7
Fontas,Afellay,2010/2011,15
Fontas,Alexis,2011/2012,1
Fontas,Busquets,2010/2011,18
Fontas,Busquets,2011/2012,15
Fontas,Dani Alves,2010/2011,3
Fontas,Dani Alves,2011/2012,3
Fontas,Fabregas,2011/2012,3
Fontas,Iniesta,2010/2011,18
Fontas,Kéita,2010/2011,13
Fontas,Kéita,2011/2012,16
Fontas,Mascherano,2010/2011,28
Fontas,Maxwell,2010/2011,18
Fontas,Messi,2010/2011,2
Fontas,Messi,2011/2012,1
Fontas,Milito,2010/2011,17
Fontas,Pedro,2010/2011,4
Fontas,Pique,2010/2011,26
Fontas,Puyol,2010/2011,13
Fontas,Thiago,2010/2011,12
Fontas,Thiago,2011/2012,7
Fontas,Valdes,2010/2011,4
Fontas,Valdes,2011/2012,2
Fontas,Villa,2010/2011,7
Fontas,Villa,2011/2012,1
Fontas,Xavi,2010/2011,30
Fontas,Xavi,2011/2012,14
Gabri,Belletti,2005/2006,1
Gabri,Deco,2005/2006,9
Gabri,Edmilson,2005/2006,3
Gabri,Ezquerro,2005/2006,2
Gabri,Giuly,2005/2006,8
Gabri,Iniesta,2005/2006,4
Gabri,Larsson,2005/2006,3
Gabri,Marquez,2005/2006,13
Gabri,Messi,2005/2006,13
Gabri,Oleguer,2005/2006,4
Gabri,Puyol,2005/2006,6
Gabri,Ronaldinho,2005/2006,8
Gabri,Samuel Eto''o Fils,2005/2006,3
Gabri,Sylvinho,2005/2006,4
Gabri,Xavi,2005/2006,5
Gabri,van Bommel,2005/2006,4
Gabri,van Bronckhorst,2005/2006,1
Giovano,Abidal,2007/2008,22
Giovano,Bojan,2007/2008,15
Giovano,Deco,2007/2008,20
Giovano,Edmilson,2007/2008,4
Giovano,Ezquerro,2007/2008,1
Giovano,Gudjohnsen,2007/2008,9
Giovano,Henry,2007/2008,12
Giovano,Iniesta,2007/2008,25
Giovano,Marquez,2007/2008,2
Giovano,Messi,2007/2008,31
Giovano,Milito,2007/2008,4
Giovano,Oleguer,2007/2008,12
Giovano,Puyol,2007/2008,14
Giovano,Ronaldinho,2007/2008,7
Giovano,Samuel Eto''o Fils,2007/2008,18
Giovano,Sylvinho,2007/2008,2
Giovano,Thuram,2007/2008,4
Giovano,Toure,2007/2008,11
Giovano,Xavi,2007/2008,55
Giovano,Zambrotta,2007/2008,16
Giuly,Belletti,2004/2005,10
Giuly,Belletti,2005/2006,3
Giuly,Belletti,2006/2007,2
Giuly,Deco,2004/2005,11
Giuly,Deco,2005/2006,17
Giuly,Deco,2006/2007,21
Giuly,Edmilson,2005/2006,4
Giuly,Edmilson,2006/2007,2
Giuly,Gabri,2005/2006,2
Giuly,Gudjohnsen,2006/2007,10
Giuly,Iniesta,2004/2005,9
Giuly,Iniesta,2005/2006,10
Giuly,Iniesta,2006/2007,13
Giuly,Larsson,2005/2006,11
Giuly,Marquez,2004/2005,3
Giuly,Marquez,2005/2006,10
Giuly,Marquez,2006/2007,9
Giuly,Maxi Lopez,2004/2005,1
Giuly,Messi,2005/2006,4
Giuly,Messi,2006/2007,16
Giuly,Motta,2006/2007,4
Giuly,Oleguer,2005/2006,22
Giuly,Oleguer,2006/2007,12
Giuly,Puyol,2004/2005,1
Giuly,Puyol,2005/2006,1
Giuly,Puyol,2006/2007,2
Giuly,Ronaldinho,2004/2005,16
Giuly,Ronaldinho,2005/2006,19
Giuly,Ronaldinho,2006/2007,22
Giuly,Samuel Eto''o Fils,2004/2005,7
Giuly,Samuel Eto''o Fils,2005/2006,20
Giuly,Samuel Eto''o Fils,2006/2007,11
Giuly,Saviola,2006/2007,3
Giuly,Thuram,2006/2007,4
Giuly,Valdes,2005/2006,1
Giuly,Xavi,2004/2005,5
Giuly,Xavi,2005/2006,7
Giuly,Xavi,2006/2007,32
Giuly,Zambrotta,2006/2007,32
Giuly,van Bommel,2005/2006,20
Giuly,van Bronckhorst,2004/2005,2
Giuly,van Bronckhorst,2005/2006,2
Giuly,van Bronckhorst,2006/2007,2
Gudjohnsen,Abidal,2007/2008,31
Gudjohnsen,Abidal,2008/2009,28
Gudjohnsen,Bojan,2007/2008,19
Gudjohnsen,Bojan,2008/2009,6
Gudjohnsen,Busquets,2008/2009,13
Gudjohnsen,Caceres,2008/2009,5
Gudjohnsen,Dani Alves,2008/2009,20
Gudjohnsen,Deco,2006/2007,23
Gudjohnsen,Deco,2007/2008,6
